Generation,X,Y,Fitness
4,5,5,6.91487e-310
4,5,5,6.91487e-310
4,4,4,6.91487e-310
4,5,5,6.91487e-310
4,4,4,6.91487e-310
4,4,4,6.91487e-310
4,4,4,6.91487e-310
4,5,5,6.91487e-310
4,4,4,6.91487e-310
4,5,5,6.91487e-310
4,4,4,6.91487e-310
4,4,4,6.91487e-310
4,4,4,6.91487e-310
4,5,5,6.91487e-310
4,4,4,6.91487e-310
4,5,5,6.91487e-310
4,4,4,6.91487e-310
4,4,4,6.91487e-310
4,3,3,6.91487e-310
4,5,5,6.91487e-310
4,5,5,6.91487e-310
4,4,4,6.91487e-310
4,3,4,6.91487e-310
4,5,5,6.91487e-310
4,5,5,6.91487e-310
4,4,4,6.91487e-310
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,1.82843
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,4,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,4,4,6.91487e-310
5,5,5,6.91487e-310
5,4,6,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
5,5,5,6.91487e-310
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,1.82843
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,6,6.91487e-310
6,5,4,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,4,6,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,6,6,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
6,5,5,6.91487e-310
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,1.82843
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,6,4,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,6,6,6.91487e-310
7,5,6,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,4,6.91487e-310
7,4,4,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,6,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
7,5,5,6.91487e-310
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,1.82843
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,6,4,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,6,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,4,4,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
8,4,6,6.91487e-310
8,5,5,6.91487e-310
8,5,5,6.91487e-310
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,5,5,1.82843
9,4,6,6.91487e-310
9,6,4,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,6,6,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
9,5,5,6.91487e-310
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,1.82843
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,6,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,6,6,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,6,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
10,5,5,6.91487e-310
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,1.82843
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,4,4,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,4,4,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,4,6.91487e-310
11,4,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
11,5,5,6.91487e-310
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
12,5,5,1.82843
